id,Name,Gender,Status,Intake Date,Outcome Date,Age,Description,Found At,Rescue Partners,Interested?,scrape_date,Address,Located At,Phone Number,Website,url
A304126,Chantara,Female,Available,2025/11/15,,My age is unknown,"female, white Labrador Retriever and American Pit Bull Terrier","10500 Block S State St, Chicago, Il 60628",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304126
A304141,Luna,Spayed Female,Returned to Owner,,2025/11/20,2 years,"spayed female, black and brown Rottweiler mix",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304141
A304142,Swiss Roll,Male,Available,2025/11/15,,My age is unknown,"male, white and black American Pit Bull Terrier","2100 Block S Rockwell St, Chicago Il 60608",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304142
A304145,Pougkeepsie,Male,Available,2025/11/15,,My age is unknown,"male, white and black American Pit Bull Terrier","7900 Block S Washtenaw Ave, Ashburn Park Il 60652",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304145
A304167,Dex,Male,Available,2025/11/15,,7 months old,"male, tan and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304167
A304176,Remmy,Spayed Female,Adopted,,2025/11/26,10 years old,"spayed female, black and white American Pit Bull Terrier",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304176
A304178,Langston,Male,Available,2025/11/16,,My age is unknown,"male, brown brindle and white American Pit Bull Terrier and Boxer","5400 Block N Cumberland Ave, Chicago, Il 60656",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304178
A304179,Ziggy,Male,Available,2025/11/16,,My age is unknown,"male, gray and white American Pit Bull Terrier","100 Block W Delaware Pl, Chestnut Street Il 60610",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304179
A304182,Jory,Female,Available,2025/11/16,,My age is unknown,"female, brown and white American Pit Bull Terrier","200 Block S Kenton Ave, Chicago Il 60644",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304182
A304197,Carlton,Neutered Male,Available,2025/11/16,,6 years old,"neutered male, brown American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304197
A304198,Unknown,Male,Transferred to Border Tails Rescue,,2025/11/20,My age is unknown,"male, tan Pomeranian",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304198
A304199,Luciano,Male,Available,2025/11/16,,7 months old,"male, brown brindle and white American Pit Bull Terrier mix",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304199
A304201,Keaton,Male,Available,2025/11/16,,My age is unknown,"male, brown Alaskan Husky",4700 Block W West End Chicago Il 60644,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304201
A304207,Kori,Female,Available,2025/11/16,,7 years old,"female, tan American Pit Bull Terrier","300 Block W 31St St, Chicago, Il 60616",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304207
A304223,Frappuccina,Female,Available,2025/11/16,,My age is unknown,"female, black and white Siberian Husky","3500 Block S Morgan St, Chicago Il 60609",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304223
A304225,Unknown,Female,Transferred to Chicago Rescue Authority,,2025/11/20,My age is unknown,"female, black Great Dane",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304225
A304226,Drina,Female,Available,2025/11/17,,My age is unknown,"female, brown brindle and white American Pit Bull Terrier","10500 Block S Ewing Ave, Chicago Il 60617",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304226
A304230,Unknown,Male,Transferred to As Good As Gold,,2025/11/20,My age is unknown,"male, gold Golden Retriever",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304230
A304231,Otis,Neutered Male,Adopted,,2025/11/23,1 year,"neutered male, brown brindle American Pit Bull Terrier",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304231
A304232,Milo,Neutered Male,Adopted,,2025/11/23,1 year,"neutered male, black and white American Pit Bull Terrier",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304232
A304241,Unknown,Female,Transferred to Border Tails Rescue,,2025/11/20,My age is unknown,"female, tan English Bulldog and American Pit Bull Terrier",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304241
A304274,Pantera,Spayed Female,Available,2025/11/17,,3 years old,"spayed female, black Bulldog",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304274
A304275,Marshmallow,Female,Available,2025/11/18,,My age is unknown,"female, white American Pit Bull Terrier mix","7400 Block S Champlain Ave, Chicago, Il 60619",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304275
A304285,Doughnut,Female,Available,2025/11/18,,My age is unknown,"female, brown brindle and white American Pit Bull Terrier","500 Block E 38Th St, Chicago, Il 60653",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304285
A304288,Vancouver,Male,Available,2025/11/18,,My age is unknown,"male, red and white Siberian Husky","300 Block E 136Th Pl, Chicago Il 60827",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304288
A304289,Dream,Neutered Male,Returned to Owner,,2025/11/22,4 years old,"neutered male, brown and white American Pit Bull Terrier",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304289
A304312,Townes,Male,Available,2025/11/18,,My age is unknown,"male, brown brindle American Pit Bull Terrier","2300 Block E 67Th St, Chicago Il 60649",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304312
A304313,Rocky,Male,Returned to Owner,,2025/11/20,11 years old,"male, white Shih Tzu",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304313
A304315,Unknown,Male,Transferred to Border Tails Rescue,,2025/11/20,My age is unknown,"male, apricot and white Collie - Smooth",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304315
A304320,Unknown,Female,Transferred to Pet Profile Rescue,,2025/11/23,My age is unknown,"female, black Poodle - Toy",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304320
A304321,Unknown,Female,Transferred to Pet Profile Rescue,,2025/11/23,My age is unknown,"female, tan Poodle - Toy",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304321
A304322,Piston,Male,Available,2025/11/18,,My age is unknown,"male, brown brindle and white American Pit Bull Terrier","7700 Block S Kenton Ave, Ashburn Park Il 60652",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304322
A304324,Cornbread,Male,Available,2025/11/18,,3 years old,"male, white and brown American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304324
A304325,Ruben,Male,Available,2025/11/18,,My age is unknown,"male, gray American Pit Bull Terrier","2900 Block S Shields Chicago, Il 60609",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304325
A304326,Messina,Female,Available,2025/11/18,,My age is unknown,"female, brown American Pit Bull Terrier",2700 Block S Karlov Chicago Il 60623,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304326
A304332,Smokey,Neutered Male,Returned to Owner,,2025/11/21,1 year,"neutered male, gray and white American Pit Bull Terrier",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304332
A304334,Yolanda,Spayed Female,Available,2025/11/19,,1 year and 11 months old,"spayed female, brown and white American Pit Bull Terrier","5900 Block S Justine St, Chicago Il 60636",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304334
A304339,Gino,Male,Available,2025/11/19,,3 years old,"male, brown American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304339
A304340,Osita,Spayed Female,Returned to Owner,,2025/11/20,9 years old,"spayed female, black and gray Shih Tzu and Chihuahua - Smooth Coated",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304340
A304341,Oso,Male,Available,2025/11/19,,4 years old,"male, brown and black German Shepherd Dog","3900 Block W Division St, Chicago, Il 60651",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304341
A304345,Brandy,Female,Available,2025/11/19,,1 year and 2 months old,"female, brown Great Dane mix",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304345
A304346,Muriel,Female,Available,2025/11/19,,4 years old,"female, white and brown American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304346
A304347,Patsy,Female,Available,2025/11/19,,2 years old,"female, tan and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304347
A304361,Girlinda,Female,Available,2025/11/19,,1 year,"female, tan and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304361
A304362,Emerald,Female,Available,2025/11/19,,My age is unknown,"female, brown brindle American Pit Bull Terrier","4500 Block W Congress Pkwy, Chicago Il 60624",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304362
A304363,Shasta,Female,Available,2025/11/19,,8 years old,"female, brown and black German Shepherd Dog mix",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304363
A304364,Belldina,Female,Available,2025/11/19,,6 years old,"female, brown and black German Shepherd Dog",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304364
A304369,Unknown,Male,Transferred to Border Tails Rescue,,2025/11/24,1 year and 6 months old,"male, tricolor Shih Tzu",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304369
A304376,Unknown,Male,Transferred to Paws Chicago,,2025/11/21,My age is unknown,"male, black and tan Chihuahua - Smooth Coated",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304376
A304377,Unknown,Female,Transferred to Border Tails Rescue,,2025/11/24,My age is unknown,"female, brown brindle and white American Pit Bull Terrier",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304377
A304384,Rex,Male,Available,2025/11/20,,My age is unknown,"male, black and white American Pit Bull Terrier","8100 Block S Colfax Ave, Chicago, Il 60617",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304384
A304388,Zeus,Neutered Male,Returned to Owner,,2025/11/22,4 years old,"neutered male, tan American Pit Bull Terrier",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304388
A304389,Gibson,Male,Available,2025/11/20,,My age is unknown,"male, tan and white American Pit Bull Terrier mix","10200 Block S Perry Ave, Chicago Il 60628",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304389
A304397,Jay,Male,Available,2025/11/20,,8 years old,"male, black brindle American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304397
A304399,Tassel,Female,Available,2025/11/20,,My age is unknown,"female, black American Pit Bull Terrier",2100 Block S California Ave Chciago Il 60608,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304399
A304402,Unknown,Unknown,Available,2025/11/21,,My age is unknown,white Poodle - Toy,"2600 Block W Monroe St, Chicago Il 60612",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304402
A304405,Dream,Spayed Female,Available,2025/11/21,,3 years old,"spayed female, gray and white American Pit Bull Terrier","7500 Block S Saginaw Ave, Chicago Il 60649",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304405
A304407,Unknown,Male,Transferred to Paws Of Tinley Park,,2025/11/21,My age is unknown,"male, tan Poodle - Miniature",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304407
A304408,Umberto,Male,Available,2025/11/21,,My age is unknown,"male, gray and white American Pit Bull Terrier","4900 Block S Ashland Ave, Chicago Il 60609",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304408
A304412,Rumor,Female,Available,2025/11/21,,My age is unknown,"female, black and white Siberian Husky","5900 Block S Wood St, Chicago, Il 60636",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304412
A304413,Unknown,Male,Available,2025/11/21,,My age is unknown,"male, white and brown American Pit Bull Terrier mix","800 Block E 88Th St, Chicago Il 60619",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304413
A304415,Brody,Neutered Male,Returned to Owner,,2025/11/21,My age is unknown,"neutered male, black and white Labrador Retriever mix",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304415
A304416,Unknown,Neutered Male,Returned to Owner,,2025/11/21,My age is unknown,"neutered male, black and white American Pit Bull Terrier",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304416
A304419,Unknown,Male,Transferred to Anti Cruelty Society,,2025/11/21,3 years old,"male, white and brown Chinese Sharpei mix",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304419
A304423,Didi,Female,Available,2025/11/21,,1 year,"female, apricot and white American Pit Bull Terrier",,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304423
A304436,Spunky,Neutered Male,Available,2025/11/21,,14 years old,"neutered male, white and apricot Shih Tzu","6700 Block S Crandon Ave, Chicago Il 60649",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304436
A304438,Unknown,Female,Available,2025/11/22,,My age is unknown,"female, brown brindle and white American Pit Bull Terrier mix","5200 Block S Indiana Ave, Chicago Il 60615",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304438
A304439,Rocky,Male,Available,2025/11/22,,1 year and 8 months old,"male, brown and white American Staffordshire Terrier","5500 Block W Grand Ave, Chicago, Il 60639",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304439
A304441,Tony,Male,Available,2025/11/22,,My age is unknown,"male, brown brindle Labrador Retriever","900 Block E 130Th Pl, Chicago Il 60827",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304441
A304443,Unknown,Female,Available,2025/11/22,,My age is unknown,"female, tan American Pit Bull Terrier",2700 Block S Western Ave Chicago Il 60608,,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304443
A304448,Unknown,Female,Available,2025/11/22,,My age is unknown,"female, white and gray Shih Tzu","7100 Block S Racine Ave, Chicago Il 60636",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304448
A304451,Unknown,Female,Transferred to Border Tails Rescue,,2025/11/24,My age is unknown,"female, black Chihuahua - Smooth Coated mix",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304451
A304463,Unknown,Male,Transferred to Garrido Stray Rescue Foundation,,2025/11/22,My age is unknown,"male, brown and white Border Collie mix",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304463
A304465,Unknown,Male,Transferred to Garrido Stray Rescue Foundation,,2025/11/22,My age is unknown,"male, gray Poodle - Standard mix",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304465
A304474,Berkley,Male,Available,2025/11/22,,My age is unknown,"male, gray American Pit Bull Terrier","7900 Block S Colfax Ave, Chicago Il 60649",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304474
A304476,Zeus,Male,Returned to Owner,,2025/11/23,1 year and 2 months old,"male, brown and white American Pit Bull Terrier mix",,,Please take a look at some of my other buddies in the shelter,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304476
A304477,Dolphin,Female,Available,2025/11/23,,My age is unknown,"female, gray and white American Pit Bull Terrier mix","7700 Block S Jeffery Blvd, Chicago Il 60649",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304477
A304481,Unknown,Male,Available,2025/11/23,,My age is unknown,"male, black and white Bull Terrier mix","5700 Block W Jackson Blvd, Chicago Il 60644",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304481
A304486,Unknown,Male,Available,2025/11/23,,My age is unknown,"male, black and brown Yorkshire Terrier","100 Block N Mason Chicago, Il 60644",,Visit the shelter 12 to 6 pm daily,2025-11-26,"2741 South Western AvenueChicago, IL 60608",Chicago Animal Care and Control,(312) 747-1406,https://cityofchicago.org/cacc,https://24petconnect.com/chgoall/Details/CHGO/A304486
